ID,NU_NOTA_LC
230,441.36874
231,550.68286
232,457.3495
233,542.9294
234,583.962
235,503.82028
236,540.08307
237,466.73022
238,469.20154
239,520.9249
240,594.5144
241,616.09076
242,506.2185
243,522.0366
244,634.5674
245,541.34607
246,597.96204
247,494.98865
248,446.06824
249,564.3701
250,589.0255
251,547.99884
252,432.84723
253,556.46063
254,460.8237
255,505.04025
256,573.5188
257,574.47314
258,473.62366
259,550.3745
260,461.0912
261,450.30377
262,508.20264
263,486.54993
264,544.262
265,497.3851
266,568.41315
267,475.46326
268,453.75793
269,449.9409
270,595.4447
271,444.17612
272,482.9508
273,594.17664
274,520.6054
275,566.67053
276,475.23157
277,598.82416
278,533.9814
279,547.6854
280,563.8011
281,526.13245
282,546.823
283,563.0845
284,572.1814
285,482.8205
286,617.56854
287,472.7908
288,476.10464
289,439.80865
290,485.45816
291,515.2185
292,430.93713
293,594.9088
294,436.43973
295,632.76495
296,517.56354
297,469.14905
298,559.1003
299,632.5978
300,605.06683
301,467.09518
302,492.314
303,608.26843
304,524.2084
305,563.85175
306,514.27484
307,611.0703
308,538.39594
309,589.61633
310,593.1056
311,606.51984
312,424.21146
313,445.29666
314,569.86444
315,641.7928
316,473.5563
317,520.3041
318,446.47244
319,577.4338
320,473.08276
321,584.84753
322,625.1657
323,593.2762
324,563.1601
325,471.96167
326,568.79767
327,575.58734
328,479.81485
329,478.95853
330,535.5728
331,603.3819
332,589.5818
333,504.3772
334,528.33435
335,477.45306
336,572.08765
337,498.4358
338,442.86044
339,450.75037
340,555.9142
341,508.98584
342,492.962
343,454.97885
344,469.5538
345,565.05585
346,479.7328
347,571.68665
348,607.4565
349,604.3176
350,541.9503
351,570.69586
352,556.5115
353,573.58026
354,584.6088
355,507.73813
356,435.59506
357,493.65784
358,579.86383
359,583.3355
360,518.7594
361,486.94562
362,580.9615
363,481.38412
364,594.3378
365,506.14914
366,479.0161
367,597.1873
368,504.81354
369,508.66293
370,464.2396
371,550.4166
372,449.74432
373,499.95178
374,510.19366
375,519.63837
376,449.1707
377,514.0459
378,521.47626
379,450.58246
380,478.29083
381,472.80676
382,432.5365
383,483.81097
384,543.3107
385,604.5222
386,529.60693
387,655.41724
388,607.4834
389,442.8093
390,507.37943
391,473.4207
392,515.49677
393,440.90286
394,549.34143
395,456.70526
396,605.1077
397,429.69534
398,593.22565
399,609.09064
400,454.82056
401,525.70355
402,533.54474
403,468.08444
404,577.0886
405,462.4616
406,520.10944
407,508.26523
408,664.8365
409,440.8299
410,516.683
411,616.2433
412,556.65784
413,537.5854
414,535.90826
415,595.68207
416,521.78986
417,648.9696
418,453.71408
419,478.19794
420,479.54855
421,476.53064
422,541.43475
423,549.16284
424,582.95685
425,590.9713
426,588.6185
427,547.01447
428,547.34674
429,509.58347
430,597.41486
431,508.1264
432,495.61313
433,441.1927
434,471.22864
435,486.12427
436,497.83527
437,571.6223
438,581.43225
439,606.6715
440,465.79666
441,483.4841
442,586.135
443,460.085
444,533.459
445,515.93604
446,482.06543
447,581.22473
448,512.8231
449,560.11444
450,502.01596
451,504.1433
452,530.9283
453,506.81458
454,626.42365
455,451.48026
456,475.36993
457,585.63464
458,538.3612
459,506.96906
460,515.90283
461,547.0543
462,459.79636
463,469.2002
464,513.9413
465,530.1817
466,579.8318
467,583.0732
468,444.218
469,477.90717
470,472.04752
471,510.94675
472,558.3746
473,590.55457
474,561.3154
475,481.36447
476,505.07
477,445.23764
478,534.52563
479,462.4263
480,539.2834
481,446.83258
482,532.26056
483,526.9849
484,547.02576
485,528.0058
486,564.923
487,500.25803
488,615.43005
489,582.8797
490,556.96423
491,502.96805
492,452.74548
493,505.2629
494,498.26395
495,488.26382
496,596.3058
497,569.6322
498,620.03253
499,550.6296
500,566.88556
501,501.53348
502,441.165
503,514.7783
504,546.59076
505,504.94016
506,589.57166
507,589.04333
508,642.7787
509,449.37537
510,583.65485
511,665.6964
512,478.44357
513,515.355
514,580.4619
515,593.89825
516,452.56723
517,474.79163
518,563.17426
519,517.1358
520,481.67224
521,502.01398
522,546.67847
523,438.21307
524,536.57074
525,526.5926
526,648.1881
527,569.3536
528,535.6013
529,480.66904
530,467.44678
531,560.79724
532,636.04834
533,601.1011
534,572.7536
535,520.6675
536,461.31644
537,455.4708
538,478.18796
539,464.14285
540,590.10046
541,659.8939
542,533.6841
543,632.191
544,510.64206
545,448.36935
546,548.2647
547,456.39337
548,602.87964
549,521.08276
550,536.0887
551,632.286
552,510.3585
553,606.6892
554,592.28357
555,604.8164
556,521.3219
557,589.2343
558,470.64264
559,473.20776
560,464.86722
561,613.9579
562,517.6239
563,487.99216
564,528.7204
565,540.13446
566,510.51822
567,523.75214
568,664.18024
569,559.5724
570,485.32803
571,597.59534
572,618.5842
573,461.93375
574,541.76483
575,544.4859
576,594.43005
577,580.45276
578,530.2851
579,663.90485
580,481.792
581,487.86908
582,585.88965
583,537.39624
584,611.43445
585,594.23944
586,626.2262
587,458.73904
588,490.948
589,574.9198
590,637.91956
591,615.2338
592,511.4315
593,463.58737
594,466.39694
595,485.13535
596,574.69775
597,546.73444
598,589.79474
599,601.1545
600,538.5606
601,446.28735
602,453.4929
603,528.1053
604,485.08218
605,483.82303
606,555.1932
607,449.42093
608,558.0159
609,607.43823
610,572.658
611,535.84534
612,447.0365
613,492.42923
614,485.56256
615,534.7668
616,618.91406
617,570.16736
618,492.50595
619,460.0973
620,439.10773
621,476.6312
622,455.6259
623,532.6802
624,479.71848
625,554.2562
626,450.97955
627,558.0593
628,498.64825
629,498.88574
630,536.1068
631,559.11755
632,506.65656
633,500.8929
634,538.1352
635,587.8964
636,533.62616
637,480.26276
638,631.93365
639,634.69904
640,488.30927
641,543.80444
642,550.2502
643,464.7335
644,491.9178
645,493.92947
646,567.0012
647,524.68835
648,462.1921
649,463.3693
650,567.6567
651,558.9502
652,575.13104
653,536.569
654,584.83826
655,586.9375
656,573.1917
657,491.3706
658,461.27402
659,573.1622
660,484.45947
661,551.9827
662,488.19397
663,611.84985
664,553.4985
665,591.18774
666,500.3613
667,607.2326
668,568.92145
669,512.7494
670,457.3338
671,643.9872
672,546.3862
673,576.86884
674,490.29468
675,477.94565
676,548.61993
677,488.08823
678,578.3624
679,546.1375
680,524.74255
681,468.80945
682,444.36578
683,586.00104
684,472.81296
685,600.5747
686,480.68082
687,537.1427
688,468.63455
689,584.43085
690,495.73245
691,458.20157
692,439.26297
693,602.5169
694,489.22885
695,518.93243
696,528.44727
697,473.46225
698,592.9769
699,572.0184
700,531.1494
701,559.8903
702,619.53174
703,507.6388
704,561.6857
705,618.4895
706,632.8197
707,462.1372
708,454.91043
709,534.529
710,631.0664
711,481.0481
712,454.6937
713,499.98755
714,582.26953
715,496.8912
716,469.07278
717,453.8002
718,536.5188
719,561.93536
720,515.2348
721,509.40323
722,512.5086
723,457.3708
724,463.04065
725,661.1118
726,449.8099
727,547.2541
728,573.28937
729,635.6902
730,454.1001
731,502.0417
732,565.355
733,494.10867
734,603.2383
735,568.4757
736,616.9977
737,618.09656
738,642.88806
739,513.04614
740,529.5998
741,534.59686
742,467.5046
743,471.4125
744,532.74664
745,566.1188
746,625.31476
747,480.96466
748,602.8626
749,460.79776
750,512.4085
751,469.44202
752,539.955
753,551.6144
754,459.1149
755,540.37506
756,551.18945
757,564.08014
758,606.81384
759,632.65625
760,605.963
761,582.78613
762,517.6921
763,511.44943
764,509.6044
765,571.3951
766,472.7777
767,490.50894
768,562.21735
769,573.38293
770,459.72592
771,443.99774
772,563.82214
773,530.93616
774,573.3673
775,586.5181
776,495.35736
777,538.13885
778,620.0836
779,492.01523
780,474.02225
781,478.22733
782,550.47437
783,514.8037
784,547.45416
785,489.56903
786,514.5339
787,455.14447
788,529.8092
789,477.07382
790,516.44214
791,584.0693
792,487.66428
793,438.35062
794,582.54584
795,573.19714
796,507.5292
797,559.0716
798,620.60126
799,509.60895
800,527.0443
801,595.40936
802,543.627
803,447.45624
804,454.75037
805,589.5481
806,480.42447
807,499.44067
808,574.05554
809,497.97473
810,525.68225
811,641.39233
812,552.488
813,483.08542
814,633.2184
815,525.706
816,577.2737
817,537.79065
818,449.19434
819,486.90463
820,488.91882
821,522.2577
822,475.71448
823,522.1017
824,565.5711
825,471.6563
826,348.06125
827,474.34296
828,567.846
829,478.29633
830,477.37946
831,477.4957
832,578.4822
833,528.1449
834,453.57175
835,466.9667
836,615.4553
837,565.3311
838,457.84274
839,571.7751
840,510.42953
841,562.45294
842,627.01404
843,607.87885
844,636.6978
845,565.2597
846,470.84113
847,552.13556
848,503.76624
849,432.42227
850,512.499
851,454.53217
852,604.7473
853,423.4509
854,515.1528
855,611.89685
856,532.8299
857,454.86832
858,444.3336
859,570.77783
860,587.63293
861,486.10876
862,596.22504
863,618.5617
864,511.32568
865,574.2818
866,489.61185
867,517.0978
868,526.348
869,494.14688
870,554.2528
871,461.7605
872,495.6418
873,626.6531
874,582.591
875,442.6272
876,499.0085
877,567.3722
878,574.0674
879,641.52905
880,520.9238
881,577.4762
882,521.93823
883,487.22073
884,553.0693
885,519.4113
886,475.72003
887,484.72125
888,480.33752
889,572.8281
890,509.75104
891,481.56427
892,499.0717
893,570.54913
894,615.0044
895,427.32007
896,505.38788
897,536.97205
898,580.7739
899,460.3491
900,618.5733
901,466.3433
902,473.47897
903,526.35394
904,459.27502
905,507.3681
906,469.1771
907,510.41104
908,567.83105
909,469.333
910,619.7378
911,570.67993
912,544.2635
913,449.0016
914,442.66577
915,501.46506
916,500.93246
917,527.49255
918,616.4856
919,541.7366
920,635.68713
921,504.31604
922,464.63782
923,545.4463
924,553.1154
925,506.58878
926,600.9404
927,579.69244
928,496.99646
929,451.10477
930,526.917
931,671.09155
932,579.06714
933,550.47296
934,514.96515
935,517.30225
936,552.25305
937,471.014
938,629.5878
939,598.5624
940,426.54367
941,525.8389
942,590.1339
943,509.29697
944,464.0593
945,518.2236
946,483.28915
947,523.53864
948,633.0706
949,594.6338
950,627.6784
951,577.273
952,484.02853
953,484.43875
954,463.61804
955,503.67578
956,570.76953
957,577.4313
958,622.5002
959,500.58417
960,498.85464
961,548.7458
962,494.11487
963,513.0676
964,518.23364
965,465.29944
966,557.08496
967,550.04584
968,443.73923
969,453.18176
970,563.09845
971,501.91672
972,532.6011
973,419.82996
974,500.9564
975,597.9091
976,524.2468
977,492.98383
978,507.3184
979,576.6985
980,543.12933
981,450.57938
982,580.6287
983,478.21866
984,455.81003
985,540.2941
986,618.70776
987,550.2723
988,556.12994
989,494.41068
990,552.85925
991,502.51746
992,560.354
993,522.11725
994,539.81024
995,606.94415
996,563.56934
997,525.2804
998,445.8921
999,524.6703
1000,573.0526
1001,553.0474
1002,571.021
1003,474.67587
1004,635.86523
1005,486.82324
1006,455.4363
1007,446.09235
1008,587.47864
1009,531.28125
1010,644.93604
1011,538.0264
1012,587.77264
1013,563.1271
1014,584.53125
1015,515.7403
1016,526.79926
1017,491.57745
1018,457.2352
1019,584.3465
1020,548.89844
1021,529.5707
1022,620.07764
1023,475.76193
1024,538.9973
1025,463.6784
1026,500.95877
1027,553.04755
1028,578.2861
1029,474.47748
1030,475.98373
1031,486.90475
1032,585.0008
1033,465.81583
1034,616.2931
1035,541.22406
1036,479.59915
1037,570.44696
1038,584.0986
1039,545.73114
1040,607.3339
1041,440.75998
1042,624.2374
1043,478.4729
1044,464.32236
1045,525.3969
1046,628.20105
1047,518.0564
1048,473.5257
1049,524.82794
1050,654.6308
1051,444.48325
1052,477.2278
1053,459.2714
1054,455.95447
1055,586.4134
1056,570.4831
1057,509.96265
1058,592.90656
1059,480.97302
1060,615.1824
1061,458.77847
1062,595.5528
1063,529.83044
1064,584.8872
1065,564.6034
1066,572.6541
1067,507.08224
1068,578.9281
1069,462.7416
1070,595.553
1071,477.88342
1072,569.4233
1073,494.0179
1074,552.49176
1075,490.97055
1076,525.1566
1077,463.55334
1078,563.9171
1079,554.0676
1080,529.2164
1081,544.3919
1082,494.42398
1083,570.5564
1084,481.2072
1085,545.64746
1086,535.4803
1087,657.3672
1088,508.6735
1089,606.84973
1090,439.3061
1091,627.743
1092,456.40994
1093,610.4624
1094,569.148
1095,495.24908
1096,477.22705
1097,511.2772
1098,575.9627
1099,579.8269
1100,550.42224
1101,487.3641
1102,552.74945
1103,553.3397
1104,597.5697
1105,490.32974
1106,488.60614
1107,443.17023
1108,486.16
1109,491.79987
1110,547.83966
1111,557.94403
1112,650.2652
1113,473.96725
1114,481.33688
1115,507.94388
1116,572.70917
1117,532.8894
1118,531.83746
1119,454.71237
1120,636.4821
1121,453.44678
1122,449.6023
1123,448.9238
1124,547.30206
1125,477.80017
1126,545.28534
1127,545.7081
1128,577.13654
1129,629.8406
1130,575.4621
1131,634.1542
1132,578.6964
1133,586.38855
1134,588.30096
1135,449.61856
1136,553.6705
1137,593.35004
1138,602.48676
1139,489.62296
1140,519.69464
1141,575.0747
1142,491.65964
1143,458.92236
1144,602.99335
1145,553.29443
1146,609.4852
1147,519.32416
1148,499.1638
1149,500.11795
1150,576.80304
1151,495.18936
1152,573.5443
1153,513.7978
1154,645.42285
1155,506.88995
1156,625.4611
1157,642.4174
1158,558.55237
1159,515.82733
1160,479.21463
1161,525.61847
1162,536.49713
1163,507.32465
1164,578.241
1165,556.24884
1166,522.1248
1167,461.67688
1168,468.09775
1169,461.50842
1170,507.7939
1171,538.095
1172,519.1505
1173,551.65186
1174,533.5781
1175,524.792
1176,452.5115
1177,471.14816
1178,461.0917
1179,581.8927
1180,463.63556
1181,513.1252
1182,581.34314
1183,568.75397
1184,505.59485
1185,607.85754
1186,491.90527
1187,427.51392
1188,525.11066
1189,574.53467
1190,504.19028
1191,484.23737
1192,570.4832
1193,531.5236
1194,484.12448
1195,468.1501
1196,574.2368
1197,508.3465
1198,568.37415
1199,444.21057
1200,456.47467
1201,445.17456
1202,451.18332
1203,592.8352
1204,522.3739
1205,451.7576
1206,604.9027
1207,486.34802
1208,564.0058
1209,452.3823
1210,494.89377
1211,566.08685
1212,664.7895
1213,549.61035
1214,543.7808
1215,505.51425
1216,463.18604
1217,536.48346
1218,472.26553
1219,504.94257
1220,599.48535
1221,604.9149
1222,501.21597
1223,578.32184
1224,466.7666
1225,453.93088
1226,462.42273
1227,548.1397
1228,535.0052
1229,613.58417
1230,591.7659
1231,506.8869
1232,506.34476
1233,544.3615
1234,493.2149
1235,541.30206
1236,512.66455
1237,603.0152
1238,500.56793
1239,525.2317
1240,447.11624
1241,456.02734
1242,484.5461
1243,473.06894
1244,496.84647
1245,478.8193
1246,457.83752
1247,491.4792
1248,560.6851
1249,433.9162
1250,596.56006
1251,519.2713
1252,541.1127
1253,545.5062
1254,451.7556
1255,559.07086
1256,589.8349
1257,446.96838
1258,584.18304
1259,558.3122
1260,652.8948
1261,564.4856
1262,494.67102
1263,452.38132
1264,501.57986
1265,538.6422
1266,485.93756
1267,457.20016
1268,527.332
1269,525.239
1270,523.61096
1271,523.8621
1272,521.2829
1273,509.2533
1274,582.6216
1275,498.8424
1276,559.10443
1277,585.7778
1278,578.0169
1279,612.8012
1280,460.7217
1281,648.23303
1282,514.7878
1283,515.72754
1284,438.1942
1285,565.2593
1286,441.82703
1287,447.15887
1288,484.58005
1289,485.1972
1290,468.56024
1291,466.324
1292,477.28357
1293,618.98816
1294,571.67505
1295,529.3048
1296,576.3146
1297,542.42926
1298,513.3791
1299,513.48096
1300,487.60806
1301,452.1034
1302,597.8706
1303,454.77115
1304,511.80505
1305,517.8532
1306,565.50146
1307,499.43158
1308,569.86536
1309,494.53677
1310,425.40137
1311,562.01996
1312,491.17523
1313,491.99173
1314,523.0045
1315,459.23056
1316,579.0576
1317,642.239
1318,461.03418
1319,481.81393
1320,524.8821
1321,536.0328
1322,599.1686
1323,467.6963
1324,466.0686
1325,563.29016
1326,454.17657
1327,458.62842
1328,598.8625
1329,518.50885
1330,487.73508
1331,516.57007
1332,527.45667
1333,451.42987
1334,566.6271
1335,474.69748
1336,495.53485
1337,444.69324
1338,662.53204
1339,597.432
1340,616.4468
1341,448.25906
1342,584.3607
1343,495.84964
1344,449.06958
1345,656.38306
1346,637.4512
1347,554.0329
1348,512.671
1349,607.065
1350,478.19733
1351,571.8397
1352,621.9681
1353,567.45966
1354,452.693
1355,459.6912
1356,510.65805
1357,640.9004
1358,576.03705
1359,483.0148
1360,472.0696
1361,592.1928
1362,593.31396
1363,510.3302
1364,585.2713
1365,510.5117
1366,469.2872
1367,563.29846
1368,609.64935
1369,465.47726
1370,606.88684
1371,473.86084
1372,434.82773
1373,458.53265
1374,552.5378
1375,536.26483
1376,636.3104
1377,545.17993
1378,495.28735
1379,520.0854
1380,534.07446
1381,537.1273
1382,511.18643
1383,558.83636
1384,558.52515
1385,496.12424
1386,611.67206
1387,509.38486
1388,582.5761
1389,592.8262
1390,543.26086
1391,554.74286
1392,598.87427
1393,511.71115
1394,505.38562
1395,445.35773
1396,527.2988
1397,525.8525
1398,499.75433
1399,492.21542
1400,496.00186
1401,571.5347
1402,608.7871
1403,472.29022
1404,547.721
1405,493.93948
1406,525.02045
1407,579.71704
1408,565.0206
1409,584.7021
1410,485.74237
1411,561.06866
1412,463.72675
1413,548.1836
1414,471.77008
1415,514.8763
1416,672.3507
1417,449.6886
1418,600.43243
1419,552.5967
1420,500.33627
1421,554.8496
1422,521.3581
1423,637.77515
1424,492.77087
1425,577.3663
1426,480.64374
1427,453.45453
1428,637.8597
1429,443.4696
1430,606.8401
1431,491.6984
1432,487.3843
1433,630.829
1434,438.34195
1435,539.3074
1436,471.5807
1437,512.84436
1438,543.50415
1439,567.8104
1440,520.31665
1441,550.5507
1442,491.15176
1443,619.69214
1444,427.12744
1445,520.01306
1446,586.8898
1447,631.63324
1448,493.0181
1449,486.27014
1450,572.5847
1451,512.8523
1452,457.30502
1453,529.278
1454,541.0841
1455,528.6659
1456,465.0904
1457,465.40964
1458,589.10767
1459,531.8763
1460,542.943
1461,613.2485
1462,472.67957
1463,456.16202
1464,588.3894
1465,533.83636
1466,558.73004
1467,447.75708
1468,547.0928
1469,473.08807
1470,457.3696
1471,600.9234
1472,516.02374
1473,456.1957
1474,534.3205
1475,607.8363
1476,619.1081
1477,510.9599
1478,477.9182
1479,537.77783
1480,505.64688
1481,575.2951
1482,444.41653
1483,556.232
1484,479.56543
1485,559.05707
1486,580.8344
1487,511.5653
1488,463.72134
1489,457.8877
1490,451.77313
1491,445.35822
1492,573.21466
1493,494.88766
1494,563.6541
1495,506.13004
1496,635.38684
1497,466.76648
1498,625.52515
1499,472.54315
1500,531.8552
1501,612.1995
1502,570.81134
1503,589.084
1504,533.563
1505,595.7806
1506,556.63995
1507,437.64853
1508,516.8969
1509,631.83466
1510,455.3283
1511,540.0716
1512,474.63535
1513,565.33575
1514,531.03436
1515,440.08795
1516,425.8565
1517,564.17725
1518,474.63095
1519,597.1098
1520,440.46408
1521,589.3608
1522,531.4847
1523,464.6519
1524,504.723
1525,492.8084
1526,542.45953
1527,643.57513
1528,542.76697
1529,568.60956
1530,643.2955
1531,554.89685
1532,582.01416
1533,463.89996
1534,498.97952
1535,594.9925
1536,620.95703
1537,625.02795
1538,566.529
1539,576.7859
1540,478.5291
1541,513.8396
1542,598.29065
1543,527.4548
1544,498.36444
1545,494.23892
1546,564.05676
1547,589.87213
1548,463.2972
1549,509.36563
1550,596.71967
1551,481.12704
1552,582.90546
1553,533.6942
1554,531.4704
1555,480.7706
1556,544.162
1557,527.36475
1558,523.18787
1559,522.77374
1560,447.30426
1561,533.8447
1562,539.562
1563,481.12415
1564,505.09415
1565,568.66797
1566,452.46976
1567,480.93948
1568,544.0096
1569,512.22864
1570,441.3523
1571,620.25464
1572,444.4436
1573,520.8175
1574,543.1672
1575,534.2492
1576,463.04715
1577,526.52765
1578,581.33527
1579,495.03293
1580,491.3491
1581,520.69604
1582,475.56995
1583,470.70346
1584,449.91388
1585,471.2155
1586,598.7451
1587,597.5475
1588,515.78937
1589,651.5629
1590,586.70105
1591,518.4719
1592,532.5036
1593,454.71405
1594,456.4033
1595,530.6916
1596,566.28174
1597,486.89594
1598,493.03214
1599,512.1433
1600,448.15857
1601,563.1879
1602,609.427
1603,491.7998
1604,455.00143
1605,499.43112
1606,500.6942
1607,550.5788
1608,457.68958
1609,585.68506
1610,593.9343
1611,436.8483
1612,501.37018
1613,424.68762
1614,536.9453
1615,632.09595
1616,511.41672
1617,606.8906
1618,469.81088
1619,501.29483
1620,444.95483
1621,470.22775
1622,471.81287
1623,532.441
1624,576.49536
1625,473.52966
1626,544.8204
1627,595.0292
1628,457.7137
1629,484.19153
1630,498.8305
1631,556.96545
1632,642.7129
1633,486.77194
1634,523.6962
1635,543.44244
1636,608.2203
1637,469.61917
1638,447.1014
1639,465.12805
1640,550.34784
1641,555.6984
1642,504.13562
1643,617.16907
1644,481.86328
1645,478.99197
1646,581.16315
1647,546.73334
1648,619.34845
1649,631.2628
1650,534.3058
1651,496.57623
1652,609.1524
1653,581.52356
1654,534.82306
1655,573.0507
1656,472.9511
1657,520.68066
1658,525.90643
1659,488.86276
1660,514.30927
1661,562.1799
1662,529.0599
1663,548.28253
1664,543.21027
1665,451.252
1666,453.07254
1667,485.6402
1668,622.02954
1669,492.64264
1670,538.02435
1671,492.82257
1672,608.8739
1673,543.7577
1674,499.12076
1675,511.72028
1676,531.50653
1677,580.7093
1678,478.87863
1679,464.48157
1680,568.95435
1681,478.3337
1682,482.79752
1683,460.09222
1684,459.5289
1685,496.7761
1686,476.70035
1687,468.18875
1688,571.1771
1689,664.3021
1690,495.13556
1691,559.8881
1692,643.0751
1693,459.2068
1694,435.99765
1695,638.8162
1696,592.1929
1697,500.67023
1698,505.3276
1699,580.8788
1700,604.6885
1701,456.76797
1702,483.50696
1703,449.1382
1704,520.8768
1705,508.63477
1706,463.27493
1707,480.711
1708,510.7535
1709,465.51886
1710,538.7317
1711,467.6847
1712,523.0493
1713,558.6243
1714,549.92065
1715,446.45428
1716,651.2642
1717,437.38303
1718,493.60995
1719,532.3997
1720,464.37903
1721,608.2336
1722,543.1374
1723,534.98175
1724,488.08463
1725,450.1412
1726,505.9862
1727,586.62756
1728,582.84344
1729,466.56876
1730,571.8827
1731,547.5299
1732,604.3431
1733,549.0204
1734,582.5168
1735,529.314
1736,509.41678
1737,578.3271
1738,486.39835
1739,566.715
1740,468.07047
1741,635.5164
1742,459.9135
1743,532.56366
1744,579.97925
1745,588.3516
1746,453.9407
1747,555.8009
1748,559.3185
1749,579.6198
1750,549.28
1751,491.35388
1752,602.20667
1753,509.68912
1754,543.6912
1755,465.99762
1756,532.0835
1757,449.047
1758,533.2219
1759,554.8645
1760,528.4785
1761,563.97595
1762,457.22888
1763,447.0063
1764,484.2138
1765,455.15228
1766,459.47086
1767,540.4072
1768,537.366
1769,459.53262
1770,545.49963
1771,553.3335
1772,474.16147
1773,480.90344
1774,567.6712
1775,516.12396
1776,530.8698
1777,635.9973
1778,531.1124
1779,515.6058
1780,460.31824
1781,498.65305
1782,588.8058
1783,472.90338
1784,548.189
1785,555.9601
1786,469.5649
1787,547.4374
1788,511.22702
1789,465.09286
1790,626.8129
1791,529.77423
1792,602.58563
1793,504.88272
1794,524.5979
1795,604.92084
1796,587.7739
1797,566.32324
1798,461.99704
1799,531.1889
1800,459.80396
1801,505.13425
1802,483.7197
1803,541.23364
1804,605.2814
1805,573.4047
1806,582.69684
1807,514.5802
1808,553.97144
1809,590.7536
1810,436.26102
1811,639.86786
1812,484.1938
1813,523.5262
1814,447.07614
1815,453.7566
1816,591.4421
1817,550.7999
1818,514.60724
1819,434.29398
1820,545.918
1821,521.7855
1822,536.2037
1823,518.49896
1824,550.60785
1825,507.05997
1826,569.37335
1827,530.15405
1828,596.8709
1829,522.52246
1830,472.55908
1831,563.416
1832,602.2045
1833,584.2663
1834,615.6641
1835,442.85202
1836,575.7941
1837,576.0864
1838,449.74054
1839,522.56866
1840,426.82996
1841,471.4953
1842,464.88126
1843,531.9911
1844,580.66846
1845,464.55145
1846,453.61667
1847,522.5072
1848,452.61044
1849,631.6096
1850,576.384
1851,543.4377
1852,463.2972
1853,469.2367
1854,491.92026
1855,572.9783
1856,571.47296
1857,496.5366
1858,286.9068
1859,469.60553
1860,569.3011
1861,436.69147
1862,599.746
1863,554.146
1864,526.61774
1865,468.12543
1866,556.3434
1867,487.93018
1868,455.8266
1869,574.4052
1870,556.7108
1871,502.55258
1872,551.245
1873,577.06256
1874,548.6756
1875,452.63083
1876,537.9275
1877,568.7441
1878,500.9351
1879,531.5142
1880,460.01813
1881,502.45032
